date_time;resolve;uid;title;url;text;views;answers;author;upvotes;type;tags;;;;;
01/04/2013 14:01;true;114;When using clientUserId of 1, signs with DocuSign user's Adopted Image.;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/When-using-clientUserId-of-1-signs-with-DocuSign-user-s-Adopted/td-p/18057;"I am writing an interface to the REST APIs for my company and I have noticed odd behavior when using the clientUserId of 1 when sending a document with recipients on it (singular or multiple).  For the recipient that ends up having the clientUserId of 1, the only signature available for the given document I need them to sign (I'm specifying tabs to use), is the signature I created for my DocuSign demo user account.  As soon as I change either the hostName (I'm using recipient type ""inPersonSigners"") to be different than the DocuSign account Full Name, or the clientUserId to be something other than 1, I'm able to pick the signature or draw my own.  Has anybody else had any issues with this? I haven't found anything in the forums about this yet. Thanks,Jameson";290;2;jameson_allen;0;question;;;;;;
01/04/2013 16:06;solution;114.1;Re: When using clientUserId of 1, signs with DocuSign user's Adopted Image.;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/When-using-clientUserId-of-1-signs-with-DocuSign-user-s-Adopted/td-p/18057;"Hi Jameson,
 
I know that we have plans to improve our documentation in this area as it's not very clear at the moment, but let me ask you what you are using the clientUserId property for?  
In our system there are two main methods of initiating signature requests and signing documents.  The first method is referred to as the ""Remote"" method, while the second is referred to as ""Embedding"".  With Remote recipients everything is initiated through email links, which of course means you have to wait for emails to arrive before you can do anything.  With Embedded (aka Captive) recipients, instead of email links you can initiate sending or signing sessions by generating URLs (that expire) that your recipients use to directly access a given envelope.  
 
When recipients are first added to an envelope, they are either a remote recipient or an embedded recipient- and that is determined by either setting the clientUserId property or not including it.  If the clientUserId property is present and not null, then that recipient is embedded.  If it's not present, they are a remote recipient.  
 
Keeping that in mind, another thing that's important to mention is how DocuSign identifies users (or recipients in this case).  A recipient is defined by 4 things -- email, name, recipientId, and clientUserId.  All of these must be the same for the system to match a given recipient.  If you have two recipients with the same email, name, and recipientId, however they have a different clientUserId, then these are treated as 2 unique recipients.  And I have a feeling it is this aspect that you are running into.  If you have a DocuSign account your signature image is stored in your account and can be used again in the future, and if you are saying that this image is coming up for your (supposedly different) recipient, then I'm guessing that the system is identifying them as you.
 
Can you confirm any of this?";284;N/A;Ergin;0;answer;N/A;;;;;
02/04/2013 06:51;;114.2;Re: When using clientUserId of 1, signs with DocuSign user's Adopted Image.;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/When-using-clientUserId-of-1-signs-with-DocuSign-user-s-Adopted/td-p/18057;"I am using the clientUserId property to create embedded users.  I originally was just using the ""signers"" type, but looking through the documentation more found the ""inPersonSigners"" type and started using/testing with that.  I noticed that if the hostName and hostEmail is the same as the account, whoever uses clientUserId of ""1"" is not able to generate their own signature, BUT if the hostName or hostEmail is different from the account's than the clientUserId of ""1"" no longer has the accounts adopted signature and that person can use their own.  I understand that you need email, name, receipientId, and clientUserId when identifying a user to retreive a URL back for that user.  Thanks-Jameson";273;N/A;jameson_allen;0;answer;N/A;;;;;
02/04/2013 16:24;false;115;How can a 3rd party validate a signed document?;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/How-can-a-3rd-party-validate-a-signed-document/td-p/18173;I apologize in advance if this is a dumb question. I've searched the docs a fair bit to find an answer. Backgroud: My company does loan processing for a number of banks. The consumer is required to sign a release to allow us (a third party) to process the loan. One of the banks already uses docusign, and would like to upload the e-signed release form to our app. Question: How do we (the third party) validate that the pdf uploaded by the bank indeed came from docusign? And that it hasn't been tampered with? I have one sample provided by the bank, but it just looks like a regular pdf to me. Should there not be an accompanying checksum file signed by docusign or something?;265;1;jackd;0;question;;;;;;
02/04/2013 17:40;;115.1;Re: How can a 3rd party validate a signed document?;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/How-can-a-3rd-party-validate-a-signed-document/td-p/18173;"Hi, the DocuSign Trust Center has some valuable information with regards to your question.  Please review as there's lots of good stuff there.
 
To answer your question in short, if you open a completed PDF document in Adobe Reader and click the Signature Panel button you can view a wealth of information about the signature and if it's valid or not.  
 
Next, if you have an envelopeId and the completed PDF document(s), you can click on an actual signature tag and it will start you off on a screen that asks for the envelopeId.  Once you enter the envelopeId, if it's a valid document you will be able to view it through our system.
 
Lastly, in every completed envelope there is a Certificate document that is generated and added to the envelope.  You can download this separately or download it as part of a combined document for all the docs in the envelope.  The certificate has the envelopeId and hashes of the documents, and it also has tamper proof technology which makes it apparent (by adding a red X) if it's been tampered with.
 
HTH";253;N/A;Ergin;0;answer;N/A;;;;;
02/04/2013 05:51;false;116;Request Integrator Key / Can not log into demo.docusign.net  with demo developer account.;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Request-Integrator-Key-Can-not-log-into-demo-docusign-net-with/td-p/18101;HelloI want to investigate the DocuSign API and created a developer account.Now now I want to request an Integrator Key and tried to log into demo.docusign.net in order to request the key.However my demo developer account credentials are not valid fordemo.docusign.net but instead I can log in at  www.docusign.net with the developer account?We tried the same procedure with three different e-mails but experienced thesame problem again.I think something goes wrong with creation of the developer account.Now we are stuck and need advice on how to proceed.;733;1;robert_koenig00;0;question;Developer. Login Issues;;;;;
03/04/2013 09:48;;116.1;Re: Request Integrator Key / Can not log into demo.docusign.net  with demo developer account.;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Request-Integrator-Key-Can-not-log-into-demo-docusign-net-with/td-p/18101;"We are currently experiencing the same issue. In the SOAP API it mentions AccountId which I assume is the AccountID  from the API view page ( https://demo.docusign.net/MEMBER/MemberViewAPI.aspx) In the sample application it asks for the Integrator key is this the Account ID or do we have to use the integrator key from the same page.  I click the Get Demo Key button but nothing happens apart from a page refresh.  The integrator keys still shows the following. Active Integrator KeysDescriptionActivate InActivate InActivate InActivate In(none)  (none)(none)(none) In the sample application I get a sign in error. In the Soap API and the url https://demo.docusign.net/api/3.0/api.asmx  I get an exception stating ""One or both of Username and Password are invalid.""  however the same username and credentials log me into the docusign demo portal.";710;N/A;HabaneroJan;0;answer;N/A;;;;;
02/04/2013 15:59;true;117;Get Demo Integrator Key Doesn't Return a Key;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Get-Demo-Integrator-Key-Doesn-t-Return-a-Key/td-p/18167;"Good afternoon, I'm just getting started with DocuSign.  I'm trying to follow the instructions on how to get started.  I talks about getting a integrator key.  I follow the instructions to get to the page where this is done.  I push the button, but I never get an integrator key.  In the account information under Active Integrator Keys, it always says ""(none)"" What are somethings that could cause this?Thanks,Jeff";631;7;jrswenson;0;question;;;;;;
02/04/2013 16:26;;117.1;Re: Get Demo Integrator Key Doesn't Return a Key;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Get-Demo-Integrator-Key-Doesn-t-Return-a-Key/td-p/18167;"Hi Jeff, welcome to DocuSign!  You happen to join right in the middle of a very rare bug we have with the Integrator Key screen at the moment.  Engineers are having a look and will have a fix in soon, but it's possible that won't come until tomorrow morning.  Our apologies for that.
 
In the mean time though, to help you get a head start I want to make sure you're aware of some of our most valuable tools for developers.  
 
The API Explorer allows you to make any and every API call, without writing a single line of code.  
 
And our API Walkthroughs show 9 of the most common API use cases, each written in 5 sample languages (PHP, JavaScript, C#, Java, and Python).  Feel free to copy the language of your choice, plug in your credentials (minus the integrator key for the moment), and once the key issue is resolve you'll be ready to roll!  
 
The REST API Guide has lots of valuable information as well, and here's a link to the SOAP guide in case you want to use that protocol.  
 
Hope this helps...
 
Thanks,
-Ergin";627;N/A;Ergin;0;answer;N/A;;;;;
02/04/2013 19:54;;117.2;Re: Get Demo Integrator Key Doesn't Return a Key;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Get-Demo-Integrator-Key-Doesn-t-Return-a-Key/td-p/18167;Is this fixed yet? I still see none when I click the 'Get Demo Integrator Key' button;619;N/A;mufahad149;0;answer;N/A;;;;;
03/04/2013 09:22;;117.3;Re: Get Demo Integrator Key Doesn't Return a Key;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Get-Demo-Integrator-Key-Doesn-t-Return-a-Key/td-p/18167;Having the same problem.  Any ETA on a fix?  Thanks so much.;605;N/A;whelank;0;answer;N/A;;;;;
03/04/2013 10:06;;117.4;Re: Get Demo Integrator Key Doesn't Return a Key;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Get-Demo-Integrator-Key-Doesn-t-Return-a-Key/td-p/18167;"Hi all
 
Our aplogies once again- the fix is coming today, but I'm not sure when exactly.  I'm hoping it will be sooner rather than later, will post once it's in place...
 
Thanks,
-Ergin";600;N/A;Ergin;0;answer;N/A;;;;;
03/04/2013 10:47;;117.5;Re: Get Demo Integrator Key Doesn't Return a Key;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Get-Demo-Integrator-Key-Doesn-t-Return-a-Key/td-p/18167;Thanks so much!;597;N/A;whelank;0;answer;N/A;;;;;
04/04/2013 09:41;solution;117.6;Re: Get Demo Integrator Key Doesn't Return a Key;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Get-Demo-Integrator-Key-Doesn-t-Return-a-Key/td-p/18167;"Hi all,
 
This issue should be fixed now, you all should be able to access your Integrator Keys on demo.  Please let us know if you still have issues...
 
Thanks,
-Ergin";591;N/A;Ergin;1;answer;N/A;;;;;
04/04/2013 11:52;;117.7;Re: Get Demo Integrator Key Doesn't Return a Key;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Get-Demo-Integrator-Key-Doesn-t-Return-a-Key/td-p/18167;Just verified this is working for me now. Thanks!;587;N/A;jrswenson;0;answer;N/A;;;;;
03/04/2013 00:18;false;118;Turning Off Completion e-mail or Completion e-mail with No Attachment;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Turning-Off-Completion-e-mail-or-Completion-e-mail-with-No/td-p/18209;"Hi, In continuation with my earlier requirement of Securing Sensitive data from the Post with Subject as ""Security of Data' , One more requirement is we will either need to send the completion email with no attachment or we will need to turn off the completion email for this workflow. Reason we want to have this is when any sensitive data is entered by the user same data will be avialble in attached document in the completion e-mail. Please suggest if this is possible. Thanks,Shriniwas";277;3;shriniwasm;0;question;;;;;;
03/04/2013 15:07;;118.1;Re: Turning Off Completion e-mail or Completion e-mail with No Attachment;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Turning-Off-Completion-e-mail-or-Completion-e-mail-with-No/td-p/18209;"Hi Shriniwas, yes there is an account option that you can set to not attach the completed envelope documents in the completed email notication.  This is located on the Preferences -> Features page: 
 

 
 
You could also setup your email notifications to not send the email when the envelope is complete if you'd like...";269;N/A;Ergin;0;answer;N/A;;;;;
04/04/2013 01:42;;118.2;Re: Turning Off Completion e-mail or Completion e-mail with No Attachment;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Turning-Off-Completion-e-mail-or-Completion-e-mail-with-No/td-p/18209;Account level settings for not allowing Attachments in completed e-mail works fine. Is there any API counterpart for this? As I need to turn off attachment in completion e-mail for certain workflow/envelope but not for all the workflows? Thanks,Shriniwas;263;N/A;shriniwasm;0;answer;N/A;;;;;
04/04/2013 15:24;;118.3;Re: Turning Off Completion e-mail or Completion e-mail with No Attachment;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Turning-Off-Completion-e-mail-or-Completion-e-mail-with-No/td-p/18209;Sorry but it is currently not possible to set this account level feature through the API.;257;N/A;Ergin;0;answer;N/A;;;;;
03/04/2013 04:58;false;119;Adding a recipient to receive only workflow kickoff and completion e-mail;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Adding-a-recipient-to-receive-only-workflow-kickoff-and/td-p/18213;Hi, I have a requirement where in a signing workflow, I have around 7 recipients lets say from Recipient 1 to Recipient 7. I need to send an e-mail to some Recipient lets say Workflow Coordinator (who is not a part of signing workflow i.e. he is not one of the recipient in Recipient 1 to Recipient 7) when workflow kicks off as well as when workflow is complete. Also, workflow coordinator should not get an e-mail at every stage of signing. i.e. when Recipient 1, 2 etc signs workflow coordinator should not get an e-mail. So in short, I want to send an e-mail to recipient when workflow kicks off and ends and he/she is not one of the signing parties in the workflow. Thanks,Shriniwas;203;1;shriniwasm;0;question;;;;;;
04/04/2013 17:31;;119.1;Re: Adding a recipient to receive only workflow kickoff and completion e-mail;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Adding-a-recipient-to-receive-only-workflow-kickoff-and/td-p/18213;"Have you tried the Manage Envelope, Editor, or Agent recipient types?  I believe those should handle your use case. 
 
WIth those types you can make the first recipient Manage Envelope, then your 7 recipients after that.  The ME recipient will be able to specify the name and email of the remaining recipients.  The Editor and Agent types are similar but have less permissions (i.e. agent can't edit the envelope).";191;N/A;Ergin;0;answer;N/A;;;;;
04/04/2013 06:23;false;120;Strange Issue with Completion e-mail;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Strange-Issue-with-Completion-e-mail/td-p/18289;"Hi, I have a system with many workflows needing a data and signature from various legal parties. I am facing very strange issue for one of the workflow. When I complete this workflow, I receive a completion e-mail saying that all parties have signed the document. However issue is, In addition to regular e-mail contents I recieve a section with heading ""Markup History:"" which specifies the earlier and new value entered by the user. e.g. if document hasa first name as one of the fields  then Mark up history section has following line firstName tab in Document:[Registration Form] on Page:[1] value changed from [] to [User 1] and so on for all the fields/tabs on the form. Surprisingly, Other workflows completion e-mail doesn't show this markup history. Any Idea how this extra markup history in completion e-mail could be avoided? Thanks,Shriniwas";388;2;shriniwasm;1;question;;;;;;
04/04/2013 16:14;;120.1;Re: Strange Issue with Completion e-mail;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Strange-Issue-with-Completion-e-mail/td-p/18289;"I just read that ""if another recipient makes changes to a document you have signed by changing information in a tag, 
an email message is sent to you saying that there are suggested changes to the document and who made the changes"".  Is this possibly what you are observing, especially if the person making these changes is the last to sign?
 
I found that in the following guide:
http://www.docusign.com/sites/default/files/Quick%20Start%20-%20Using%20Field%20Markup.pdf";368;N/A;Ergin;0;answer;N/A;;;;;
05/04/2013 00:06;;120.2;Re: Strange Issue with Completion e-mail;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Strange-Issue-with-Completion-e-mail/td-p/18289;Hey Ergin, The workflow I am talking about where I am facing this strange issue has only one recipient. I will go through the information on the link you have provided. Thanks for the reply. Regards,Shriniwas;365;N/A;shriniwasm;0;answer;N/A;;;;;
03/04/2013 08:27;false;121;Certification / API Call Trace;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Certification-API-Call-Trace/td-p/18217;Is there a specific tool we should use or a specific format that the trace results needs to be in as far as providing this info for certification? For the API call to create an envelope, the request body can be quite large because it includes the embedded documents. In this case, do you need the entire request or should we cut out the file-related bytes? - Steve;440;4;slevak1;0;question;;;;;;
03/04/2013 17:10;;121.1;Re: Certification / API Call Trace;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Certification-API-Call-Trace/td-p/18217;"I'm not sure about your questions so I've forwarded them on internally.  I'll let you know as soon as I get a response.
 
Thanks,
-Ergin";437;N/A;Ergin;0;answer;N/A;;;;;
05/04/2013 11:07;;121.2;Re: Certification / API Call Trace;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Certification-API-Call-Trace/td-p/18217;"Sorry for the delay, just got a response to your questions:
 
Docusign doesn't mandate a specific wire sniffer tool.  However, we do point to Fiddler if the customer makes a request.  I've attached instructions on Fiddler to grab the appropriate content.  I've also attached examples for the final output for either SOAP or REST.
 
For the second question, we require the full request.  The trace must be a raw, fully consumable request and response including headers. DocuSign should be able to recreate the event using the provided trace. We are looking for the verb/method, URI, endpoint, authentication method, credentials, and payload. The intent is to validate that your Support teams can provide this information when contacting DocuSign Support for backend assistance.








Tool_Fiddler2.docx 245 KB";423;N/A;Ergin;0;answer;N/A;;;;;
05/04/2013 11:07;;121.3;Re: Certification / API Call Trace;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Certification-API-Call-Trace/td-p/18217;"Sample REST trace:








REST_Login.txt 2 KB";421;N/A;Ergin;0;answer;N/A;;;;;
05/04/2013 11:08;;121.4;Re: Certification / API Call Trace;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Certification-API-Call-Trace/td-p/18217;"Sample SOAP trace:








API_ASMX_WSE.txt 7 KB";419;N/A;Ergin;0;answer;N/A;;;;;
28/03/2013 10:42;false;122;Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;"I'm having an issue where I add a signer to an existing envelope, but RecipientViewRequest is returning the error ""UNKNOWN_ENVELOPE_RECIPIENT"". The name, email, clientuserid, and recipient id were identical in all calls to the API, although the client user id is not showing in the add signer response from docusign. Here's some additional info from testing with this same envelope: 1) The call to RecipientViewRequest works fine with recipient 1 that was added in the original envelope2) Recipient 2 was definitely recieved at DocuSign's end. If I try to add it again i get an error that the signer is already in the envelope. Please let me know what I need to do to get the url for the new signer. Thanks,    - Steve  This is the request to add the signer: It execute without error. <?xml version=""1.0"" encoding=""UTF-8""?><recipients xmlns=""http://www.docusign.com/restapi"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xsd=""http://www.w3.org/2001/XMLSchema"">   <signers>      <signer>         <recipientId>2</recipientId>         <clientUserId>2</clientUserId>         <email>ebDocuSign17273@mailinator.com</email>         <name>Kenneth</name>      </signer>   </signers></recipients> This is the response returned from the above request. Note there is no clientUserId element in the response. <?xml version=""1.0"" encoding=""UTF-8""?><recipients xmlns=""http://www.docusign.com/restapi"" xmlns:i=""http://www.w3.org/2001/XMLSchema-instance"">   <agents />   <carbonCopies />   <certifiedDeliveries />   <editors />   <inPersonSigners />   <intermediaries />   <recipientCount>1</recipientCount>   <signers>      <signer>         <recipientId>2</recipientId>         <requireIdLookup>false</requireIdLookup>         <routingOrder>1</routingOrder>         <status>created</status>         <email>ebDocuSign17273@mailinator.com</email>         <name>Kenneth</name>      </signer>   </signers></recipients> This is the request to RecipientViewRequest: <?xml version=""1.0"" encoding=""UTF-8""?><recipientViewRequest xmlns=http://www.docusign.com/restapi xmlns:xsi=http://www.w3.org/2001/XMLSchema-instance xmlns:xsd=""http://www.w3.org/2001/XMLSchema"">   <authenticationMethod>email</authenticationMethod>   <clientUserId>2</clientUserId>   <email>ebDocuSign17273@mailinator.com</email>   <recipientId>2</recipientId>   <returnUrl>https://localhost/da2/Processes/SignDocument.aspx?Source=InstanceDetails.aspx&amp;InstanceId=dab2d49b-6c32-4ebd-b2bf-6aa470630e9d&amp;source=DocuSign</returnUrl>   <userName>Kenneth</userName></recipientViewRequest> This is the error message returned: <?xml version=""1.0"" encoding=""UTF-8""?><errorDetails xmlns=""http://www.docusign.com/restapi"" xmlns:i=""http://www.w3.org/2001/XMLSchema-instance"">   <errorCode>UNKNOWN_ENVELOPE_RECIPIENT</errorCode>   <message>Envelope recipient could not be determined. 'clientUserId', 'email', or 'userName' in request and envelope may not match.</message></errorDetails>";718;13;slevak1;0;question;;;;;;
28/03/2013 15:29;;122.1;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;I think your first recipient needs to sign the envelope first, then the second recipient can view/sign.  Has the first recipient signed already when you are attempting to view with the second recipient?;710;N/A;Ergin;0;answer;N/A;;;;;
31/03/2013 08:24;;122.2;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;Yes, the first signer has already signed, However there is also a dummy signer that was added along with the first signer to keep the envelope open after the first signer has signed, otherwise the envelope changes status and the call to add the next signer fails with an error that I can't accept more signers to the envelope. I was previously told this was that standard way to accomplished successive adding of signers. The dummy signer will never sign, but rather be removed when all real signers have signed, at which point I expect to download the certified copy indicating all signers have signed. I brought up the signed document using the first signer and I could see the first signer's signature before attempting to view with the second signer.;691;N/A;slevak1;0;answer;N/A;;;;;
01/04/2013 10:55;;122.3;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;"When you mention that you were told that using a dummy signer is the standard way of accomplishing this, who exactly told you that?  I'm not familiar with using a dummy signer and I'm wondering why you need to go that route.
 
In our system you can add new signers (whether they are embedded or remote signers) as long as the envelope is not complete yet.  At what point do you figure out that a new signer needs to be added in your workflow?  Before the first signer signs?  After? Please explain your use case a little more...";678;N/A;Ergin;0;answer;N/A;;;;;
01/04/2013 16:02;;122.4;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;The final signer is determined dynamically at runtime by our workflow process. For example in step 1 an envelope is sent with one document and one signer. The signer then signs. Afterwards, based upon external criteria we may or may not add more signers. This processes may occur multiple times also determined dynamically. Without the additional signer up front, the envelope closes after the first signer signs. The information about adding an additional signer came from one of our analysts who spoke with someone at docusign. I don't have a specifc name for the original source at DocuSign.;674;N/A;slevak1;0;answer;N/A;;;;;
01/04/2013 16:50;;122.5;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;"It's a little hard to tell what's going on, think we need more info to be able to answer why you're getting the unknown recipient error.  
 
Let's start with two possible workflows one of your envelopes might take.  You've mentioned in your last post that an envelope might have one document and one signer and once they are done signing, after checking some external criteria, the envelope is complete.  In this scenario, what is the routing order of the dummy signer, when were they added to the envelope, and what do you do with them after the one and only signer has signed?
 
Then let's look at the other end of the spectrum- let's say you have 3 recipients you want to have sign the envelope.  Do these 3 signers have unique routing orders, and what routing order are you giving the dummy signer?  And after the first signer signs, do you modify any routing orders?";672;N/A;Ergin;0;answer;N/A;;;;;
01/04/2013 17:41;;122.6;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;I'm not setting routing orders in the docusign system. The routing order is determined by our internal workflow configurations. This is the scenario that needs to process. All other scenarios are basically a subset of this one. Step 1Initial envelope contains one or more documents and one or more signers. These initial signers can sign in any order. When all signers have signed it goes to step 2. I'm only adding the dummy signer here to keep the envelope open for subsequent signers to be added. If there is another way to keep the envelope open/stop it from closing or reopen it let please let me know. Step 2Optionally adds N more signers. All these must now sign before going to step 3. These N signers can sign in any order Step 3Optionally adds M more signers. All these must now sign before going to step 4.These M signers can sign in any order. Step 4.....and so on until some criteria is met and the system decides there are no more signers. At this point we need to download the final certified copy containing all the signatures. (The dummy signer would be removed so that all previously submitted signers would have signed triggering the envelope to close);670;N/A;slevak1;0;answer;N/A;;;;;
03/04/2013 11:55;;122.7;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;"> I'm not setting routing orders in the docusign system. The routing order is determined by our internal workflow configurations.
 
I don't understand this part, and I'm wondering if this is what's causing your issue.  Every recipient that is added to an envelope has a routingOrder that is supplied by your client app.  If you do not specify a routingOrder, then it defaults to 1.  So all of your recipients (as well as the dummy recipient) will have a routingOrder = 1.  When recipients have the same routingOrder and it's their turn in the order, they are each allowed to sign at the point and don't have to wait for anyone else, is this your intended behavior?  
 
And what routingOrders are returned when you do the Get Recipient Statuses call on your envelope?  Are they all 1?  
This is the Get Recipient Status call";636;N/A;Ergin;0;answer;N/A;;;;;
03/04/2013 13:28;;122.8;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;As previously stated, at each step, all the signers can sign in any order. I'm sure they all have routing order 1 since i don't specify that paramter. If you look at the response xml in my post above...you will see that the routing order of the new signer that was added is confirmed to be a 1.;633;N/A;slevak1;0;answer;N/A;;;;;
04/04/2013 15:00;;122.9;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;"Ok, here's what I came up with:
 
1.  Create an Envelope with N signers + one dummy signer.  Give each N signer a routingOrder of 1, and the dummy signer a routing order of 2.  Since the normal recipients have same routingOrder they can all sign at the same time.  
 
2.  Once all signers have signed, if no more signers then delete the dummy signer and the envelope is complete.  If not complete, add M signers with routingOrder = 2, add one new dummy signer with routingOrder = 3, and delete previous dummy signer (routingOrder = 2).
 
3.  Repeat step 2.
 
I believe this algorithm will accomplish what you are looking for.  Let me know if it works...
 
Thanks,
-Ergin";624;N/A;Ergin;0;answer;N/A;;;;;
05/04/2013 07:54;;122.10;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;Thanks, I'll try this out.;481;N/A;slevak1;0;answer;N/A;;;;;
05/04/2013 10:35;;122.11;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;On second thought you might not have to delete the previous dummy signer and add a new one on each iteration.  You might be able to just increase their routingOrder by 1 each time.  Just a thought...;479;N/A;Ergin;0;answer;N/A;;;;;
05/04/2013 13:36;;122.12;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;"I believe I ran enough of this to see if it would work....unfortunately getting the same error. Basically I added signer A with routingOrder=1 and ""dummy"" with routing order =2. Then Signer A signed. Next I added signer B with routingOrder=2, then tried to get the RecipientViewRequest for Signer B....which gave the error - ""can't identify recipient, either recipientid, email or clientusid doesnt match."" Time is of the essence for us to get this working. Perhaps some sort of joint debugging effort would be a better approach as opposed to trial and error. Please let me know what we need to do to get this working as soon as possible.. Thanks, - Steve";479;N/A;slevak1;0;answer;N/A;;;;;
05/04/2013 14:01;;122.13;Re: Can't get RecipientViewRequest to work with added signer - REST API / Embedded model;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Can-t-get-RecipientViewRequest-to-work-with-added-signer-REST-API/td-p/17977;"Hi Steve,
 
Who is your account manager?  They should be able to pair you up with a sales engineer who can help debug.  I manage our developer community and don't have the capacity to go outside the forums and help debug specific issues customer issues to the T.  We have whole sales and engineering teams setup to do this.  
 
Thanks,
-Ergin";476;N/A;Ergin;0;answer;N/A;;;;;
