date_time;resolve;uid;type;views;answers;upvotes;author;title;text;url
12/08/14 20:39;;457.9;answer;;;0;Gordon Zheng (gordon);;"Hmm, are you on a Mac?
This might be of help: http://apple.stackexchange.com/a/124954";http://discuss.dwolla.com/t/error-request-failed-server-responded-with-0-when-trying-to-get-transaction-info/457/9
14/08/14 15:10;;457.10;answer;;;0;Jose Oscar Sanchez (joseoscarsanchez);;"I was able to fix the certificate issue on my Mac, but know I get:
About to connect() to www.dwolla.com port 443 (#0) * Trying 54.200.56.20... * connected * Connected to www.dwolla.com (54.200.56.20) port 443 (#0) * libcurl is now using a weak random seed! * successfully set certificate verify locations: * CAfile: /usr/local/share/certs/ca-root-nss.crt CApath: none * error:0D0890A1:asn1 encoding routines:ASN1_verify:unknown message digest algorithm * Closing connection #0";http://discuss.dwolla.com/t/error-request-failed-server-responded-with-0-when-trying-to-get-transaction-info/457/10
02/06/15 00:22;;457.11;answer;;;0;Sampath Krishnan (sampath);;Had a follow up question on timeout. If timeout happens on a payment/refund API call, what is the best way for us as a developer/facilitator to query and report back accurate transaction status to the client? In this scenario, we are considering the client would have timed out, whereas the server/dwolla end could have processed the payment/refund successfully.;http://discuss.dwolla.com/t/error-request-failed-server-responded-with-0-when-trying-to-get-transaction-info/457/11
29/04/14 12:14;true;282;question;569;4;1;Brett Neese (brettneese);Storing PINs - best practices?;"I'm currently working on a hack that requires storage of user PINs. Ideally I'd like to have a oAuth scope that allows PIN-less transactions up to $100 (the maximum my hack can process anyway), but in absence of this (hint hint gordon) I'm going to need to store user PINS.
I read through the TOS and it allows storage of PINs as long as:
PIN(s) must be encrypted in transit and at rest (this includes any and all backup mediums) using FIPS 140-2 standards (at a minimum).
but unfortunately I'm not very experienced with the different security standards. I assume this just means a standard salt/hash. Is there information / can there be information about best practices when storing PINs, maybe with examples in a couple different languages (I'm using Python for this)?";http://discuss.dwolla.com/t/storing-pins-best-practices/282
19/12/14 01:09;;282.1;answer;;;1;Arjun Jayaram (arjun);;"Python packages for encryption do have some limitations. I found the following recommendation on AES, SHA-256 useful
(http://security.stackexchange.com/questions/67445/python-implementation-of-aes-and-sha256-512-that-are-fips-140-2-validated)
The PyCrypto package may be a good start - https://pypi.python.org/pypi/pycrypto/2.6.1
Please make sure you comply with the TOS below on pins
==start==If you store the PIN inside your application the following conditions must be met... (redacted threatening language):
PIN(s) must be encrypted in transit and at rest (this includes any and all backup mediums) using FIPS 140-2 standards (at a minimum).You must ask and receive permission from the Dwolla user before storing the PIN (i.e. users must explicitly opt-in, separate from original TOS page)You must explain in clear, easy to understand terms what you will be doing with the PIN (i.e. transaction amount, frequency, etc.)You must provide the Dwolla user with an option to remove the PIN stored in your system.You must immediately remove all instances where the PIN is stored in your application when requested by the Dwolla User or a Member of Dwolla's team.You must not share the PIN with any third party service under any circumstance.==end==
Please post if you have more questions.";http://discuss.dwolla.com/t/storing-pins-best-practices/282/1
11/01/15 04:01;;282.2;answer;;;2;Brandon Ruschill (bruschill);;"Here's what I'm using to store//retrieve a user's Dwolla pin: gist.
You'll just have to remember to store the encrypted pin and the iv, otherwise you won't be able to decrypt the pin in the future.";http://discuss.dwolla.com/t/storing-pins-best-practices/282/2
03/06/15 16:04;solution;282.3;answer;;;0;Gordon Zheng (gordon);;"Just want to leave an update here about our new PIN storage requirements:
      discuss.dwolla.com
Revised PIN Storage Requirements
We recently revised the security requirements on PIN storage in our Developer Terms of Service (or Developer Guidelines).   If you store PINs, they must be encrypted using AES-256.   That means encrypting PINs can be as simple as this in Node.JS:    var crypto = require('crypto');  function encrypt(text){   var cipher = crypto.createCipher('aes-256-ctr', 'je893r-password-!!jdij9')   var crypted = cipher.update(text,'utf8','hex');   crypted += cipher.final('hex');   return crypted; }  var encrypt...";http://discuss.dwolla.com/t/storing-pins-best-practices/282/3
05/06/15 00:51;;282.4;answer;;;2;Brandon Ruschill (bruschill);;Thanks for the update, Gordon! I'll get the gist updated.;http://discuss.dwolla.com/t/storing-pins-best-practices/282/4
22/01/15 04:47;true;887;question;264;5;1;muhshan (muhshan);Enroll user to Dwolla Direct outside of a transaction;"Hello,I've integrated with Dwolla direct and this is working great. However, I have a quick question. Is there any way to enroll a user to Dwolla Direct outside of a transaction. I would like to support the following use case:1. User checkout with Dwolla Direct2. User find out that he needs his account info (ABA and account) but he doesn't have it with him.3. User arrive at home and decide to enter the account info in Dwolla Direct so that the next day he can use the app.=> He can't because he has to initiate a transaction or purchase in order to enter his account info. I think this is a very important use case to support. I know that he can still register to the full dwolla account but I would rather avoid that.
ThanksShan";https://discuss.dwolla.com/t/enroll-user-to-dwolla-direct-outside-of-a-transaction/887
22/01/15 15:22;;887.1;answer;;;0;Spencer Hunter (spencer);;"Hi muhshan! Are you referring to functionality for a user to sign up for a Direct account and have the ability to send via the API? At this time, outside of the Off-site gateway flow, there is not a way for a user to sign up for a Direct account in order to be able to send money. This has been discussed and is something that we are looking into adding in the future!
Please let me know if I am mis-interpreting your question, or if you have any questions!";https://discuss.dwolla.com/t/enroll-user-to-dwolla-direct-outside-of-a-transaction/887/1
23/01/15 11:28;;887.2;answer;;;1;MojoBid Ì_Ì_å¢ÕÌ_Cash in hand, butts in seats (MojoBoy);;"Spencer: Yes, I enthusiastically ""endorse"" this question/opportunity for Dwolla.  I can see how this would also be crucial, absolutely crucial functionality for Dwolla.  My use-case is very similar. I want to ""leverage"" Dwolla to verify the financial credentials of a company registering on my site.  They don't need to >purchase< anything, just prove they are who they say they are.  Please.... give this some priority!  Makes Dwolla even more of a TRUSTED SOURCE.  Remember: ""consider the source"" is a truth that could really work for Dwolla!ThanksJeff";https://discuss.dwolla.com/t/enroll-user-to-dwolla-direct-outside-of-a-transaction/887/2
24/01/15 01:46;;887.3;answer;;;0;muhshan (muhshan);;"Thanks for your response Spencer. 
This doesn't necessarily need to be through the API, it can also be an off-site gateway flow (even if the API route would be more versatile I think). Actually an easy way for you to implement that would be to allow a Dwolla Direct transaction with a total of 0. In this case you will take the user in the same flow as normal Dwolla direct flow but you will not present the page where there is the different prices and the total. 
Let's take another example. Let's say the user go through the Dwolla Direct flow and decide to verify the bank account with the two small deposits. How does he verify the amount ? Where does he enter the amount to verify his account ? Does he have to initiate a new transaction though the off-site gateway flow in order to enter those amounts ? That is not really intuitive... I feel that there is a huge gap in the specs here. 
ThanksShan";https://discuss.dwolla.com/t/enroll-user-to-dwolla-direct-outside-of-a-transaction/887/3
26/01/15 19:15;solution;887.4;answer;;;0;Spencer Hunter (spencer);;"muhshan This is great feedback that we will take into consideration in regards to signing up Direct send users.
A couple points of clarification:
    If a user goes through the Off-site gateway and chooses the Dwolla Direct flow, then they will be sent through to create their Direct account. If they reach the screen where they can submit the payment then they can simply cancel out of the flow and have a Direct account created. (Not an ideal use case if all they are looking to do is create a Direct send account)
    Dwolla Direct3 implements IAV and not the micro-deposit method of bank account verification.
Our Dwolla Direct product is continually evolving and we are looking at ways to enroll Direct send users outside of the normal transaction flow. Your feedback is greatly appreciated and will help us shape this product to account for a multitude of use cases!";https://discuss.dwolla.com/t/enroll-user-to-dwolla-direct-outside-of-a-transaction/887/4
26/01/15 20:28;;887.5;answer;;;0;muhshan (muhshan);;"Hey Spencer,
Yeah this is not a ideal flow. Indeed, I can create a dummy transaction and ask the user to hit back when the payment screen is displayed so that the direct account as well as the bank account would be created but this seems hacky... I've discussed about that with few people and we are all unanimous to say that most people don't know their routing and bank account number. So Dwolla Direct needs a way to enroll people outside of a transaction (when they are at home with their checkbook on hand). Please support that use case...
You are right. There is no micro deposit verification for dwolla direct. I don't know why I though that there was such verification. Anyway I think this would be a great improvement to have the choice between the two verification methods (IAV or micro deposit) even for the Direct account. Of course if micro deposit is offered for Direct account, you would also need a place to enter the verification amount which is today not present.
Thanks
Shan";https://discuss.dwolla.com/t/enroll-user-to-dwolla-direct-outside-of-a-transaction/887/5
01/02/15 22:08;false;912;question;403;5;0;Brad McKelvie (bradm);How do I add funds to my test account?;"My end goal is to have a company, and send funds to 1 or more people at a time. I need to get my Dwolla library functioning first in test.
I'm going through the documentation and trying to test this out. I have a sandbox with 5 users, but how do I send money? The users don't have OAuth tokens. Nor does my test account I setup have any funds. And when I try to add funds to my account I need to add a bank account. Well, where's a test bank account? How do I add a test bank account to get funds into my test account?";https://discuss.dwolla.com/t/how-do-i-add-funds-to-my-test-account/912
01/02/15 22:35;;912.1;answer;;;0;Ben Milne (bpmilne);;"RE : Getting a balance in UAT
You can add funds by using the uploader on the sandbox and create more accounts with balances.
Use this link with your UAT credentials: https://sandbox.uat.dwolla.com/#/
There is some additional discussion here: 
      discuss.dwolla.com
    
Assistance testing the Dwolla API sandbox
jared, I was able to generate oauth tokens for my test users. Here is how I did it:    Created a sandbox account Created an application Added test accounts Used the latest (2.5.2) dwolla-ruby gem in sandbox mode (Dwolla.sandbox = true) Used the gem to create a token for the test account (not the sandbox account) https://github.com/Dwolla/dwolla-ruby/blob/master/examples/oauth.rb  I'm not sure if this is intended or not, but at that point I was able to send money between test accounts using the ...
RE: but how do I send money? 
You can get oauth tokens for each user in UAT here: https://developers.dwolla.com/dev/token
RE : Adding a funding source
From: https://developers.dwolla.com/dev/pages/sandbox/admin
All accounts created will have these default characteristics:
Street Address 1	81024 Disk Dr.Street Address 2	Apartment 256City	Circuit CityState	IowaZIP	50309Phone Number	NoneAvatar	NoneFunding Sources	First Midwestern Bank XXX6789 (verified)
So the funding source should be automatically added. Please let us know here if you're having any problems.
cc spencer gordon David";https://discuss.dwolla.com/t/how-do-i-add-funds-to-my-test-account/912/1
01/02/15 23:01;;912.2;answer;;;0;Brad McKelvie (bradm);;"bpmilne:
jared, I was able to generate oauth tokens for my test users. Here is how I did it: Created a sandbox account Created an application Added test accounts Used the latest (2.5.2) dwolla-ruby gem in sandbox mode (Dwolla.sandbox = true) Used the gem to create a token for the test account (not the sandbox account)  I'm not sure if this is intended or not, but at that point I was able to send money between test accounts using the
Generating auth tokens for test accounts using dwolla-ruby.. doesn't seem too intuitive nor too simple. There should be something in the test environment on dwolla.com. I am using .NET and shouldn't have to jump through hoops in another language just to do something so simple.
You can get oauth tokens for each user in UAT here: https://developers.dwolla.com/dev/token
That creates one token for your test account, not test users in the account. Unless it does but it doesn't say it directly.
RE : Adding a funding source
From: https://developers.dwolla.com/dev/pages/sandbox/admin
That is just saying where test accounts created get their funds sourced from. That is not a bank account I can add to my account to withdraw money from and add money to my test balance.
This is all very frustrating. Can I use my test account with a $0 balance to send money with? Or do I have to use the test users? What's the point of my test personal account then if I can't add bank accounts, funds, etc?";https://discuss.dwolla.com/t/how-do-i-add-funds-to-my-test-account/912/2
02/02/15 07:34;;912.3;answer;;;0;Gordon Zheng (gordon);;"Hey bradm,
To add funds to the balance of an account (or ""user"") in the Sandbox environment, you can log into the Dwolla  Dashboard at https://uat.dwolla.com/ using the sandbox account's email and password (which you provided in the CSV) and initiate a deposit from the default test funding source (named ""First Midwestern Bank"").  Then, from the Sandbox Admin UI, select the sandbox account and flag the deposit transaction as ""processed"".  The funds should be available immediately.
Check out the Setting Transaction Statuses section of the Sandbox Admin guide here.
Thanks for your feedback and for sharing your thoughts as you consumed our documentation.  It's definitely helpful to see where we can improve.  Since this is an area many developers find themselves in, we'll take a look at adding a section about adding funds from a funding source to the Sandbox Getting Started guide.  
Let me know if you have any other comments about / reactions to our documentation -- your feedback is always appreciated!";https://discuss.dwolla.com/t/how-do-i-add-funds-to-my-test-account/912/3
02/02/15 21:06;;912.4;answer;;;0;Brad McKelvie (bradm);;"I understand the adding of funds to existing accounts. Here's how I understand the accounts and what I can and can't do.
UAT Sandbox Account (created account on uat.dwolla.com)
This is where I created my application, setup my client key, password, and pin. I enabled all permissions for this application. I want to test sending money from this account to an email account. Well, I can't. There are no funds in this account. How do I add funds to this account? Do I login to my sandbox admin and add funds to this account? Although I would assume it should already show up as existing in my list of sandbox users.
UAT Sandbox Users
I uploaded a CSV with 5 users. They have balances. I want to send money from one of these user accounts and do Mass Pay. How can I do that when I don't have a client key or password for any of these accounts? I logged in as one of these users in UAT, there's nowhere to set those up.";https://discuss.dwolla.com/t/how-do-i-add-funds-to-my-test-account/912/4
03/02/15 13:09;;912.5;answer;;;2;Gordon Zheng (gordon);;"Sorry for the delay bradm.  Thanks for clarifying your understanding.
Adding funds to a 'Master' Sandbox Account
That initial UAT sandbox account you created we'll call a master account for convenience.  Master accounts don't have an attached funding source.  In order to get money into a master account, you'll need to send money from one of the sandbox users created from the Sandbox Admin tool.  Each of your Sandbox Users has an email and password which you assigned in the CSV.  You can log in to https://uat.dwolla.com as one of the Sandbox Users and send money to the Master account.  That payment can be funded by the sandbox user's balance or the attached bank.  If the latter, you'll want to make sure you process the payment from the admin tool.
Sending MassPays via the API
In order to send a MassPay from one of these Sandbox Users via the API, you'll want to do the following:
Generate an API key and secret with your Master account.  
Logged in as a Sandbox User, authorize (via OAuth) your application to act on the user's behalf.  If you will have multiple users using your application and creating MassPay jobs, you will need to implement an OAuth flow for them.  To get a quick token during development you can use our Token Generator; be sure to click Sandbox and provide your own app credentials.  
Send a MassPay job!
Let me know if I can clarify anything above.";https://discuss.dwolla.com/t/how-do-i-add-funds-to-my-test-account/912/5
02/02/15 07:00;true;913;question;239;4;0;Brad McKelvie (bradm);"Sending money in test environment: ""The user to send to could not be found.""";"I send money to an email and I receive the error message, ""The user to send to could not be found.""
Say what? What do you mean the user could not be found? That's the whole point.. to send to non-users so they sign up and claim their money if it doesn't exist.
What's even worse.. the email I send money to, ""customer2email.com"", exists in my sandbox. The fact the error message would even exist makes no sense, along with it's still wrong and the email account does exist.";https://discuss.dwolla.com/t/sending-money-in-test-environment-the-user-to-send-to-could-not-be-found/913
02/02/15 14:48;solution;913.1;answer;;;0;Spencer Hunter (spencer);;"Hi bradm!
Usually when this error pops up it is in reference to not specifying the destinationType parameter as ""Email"". If you leave out the destination type then it defaults to sending to a Dwolla Id. 
To test the email claim flow:You will first want to send to an email address that you have access to in order to fully test sending to a non-user. One trick in the sandbox environment is to create users using your own personal email, and then append a ""+"" before the """" symbol. 
For example:My main account in UAT is spencerdwolla.comAdditional test accounts I created are spencer+1dwolla.com, spencer+testdwolla.com, etc.
These additional test accounts will be created as new unique users, but the Dwolla system generated emails will get routed back to your main email address.
Hope this helps!";https://discuss.dwolla.com/t/sending-money-in-test-environment-the-user-to-send-to-could-not-be-found/913/1
02/02/15 21:10;;913.2;answer;;;0;Brad McKelvie (bradm);;"Ok, thanks I'll try this out. I was confused by the documentation because the initial example code that shows up is Ruby. The destination id is the format 842-123-1241, which is the same format as a phone number and then correlated Dwolla just auto figuring out what the type is. I assumed it was a phone number and not a Dwolla id. If you click other languages it has comments above it saying it's a ""Dwolla Id"". The ruby one does not.";https://discuss.dwolla.com/t/sending-money-in-test-environment-the-user-to-send-to-could-not-be-found/913/2
03/02/15 12:52;;913.3;answer;;;0;Gordon Zheng (gordon);;"Thanks for your feedback bradm!  I think we should update that guide to state that you will need to provide destinationType if the destination is not a Dwolla ID.  
What do you think spencer?";https://discuss.dwolla.com/t/sending-money-in-test-environment-the-user-to-send-to-could-not-be-found/913/3
03/02/15 15:25;;913.4;answer;;;0;Spencer Hunter (spencer);;Absolutely, gordon. I will update the send money guide to emphasize destinationType. bradm Thanks for this feedback, we will work on making sure there is consistency and clarity across code samples.;https://discuss.dwolla.com/t/sending-money-in-test-environment-the-user-to-send-to-could-not-be-found/913/4
02/02/15 21:16;false;917;question;162;2;1;Eric Mayefsky (Eric_Mayefsky);Extra webhook pings in production;"A few times in recent weeks I've gotten a series of webhook hits for old transactions.For example, transaction number 6854356--I got a ping when this transaction was initiated (on January 2nd; it was in the pending state), a ping on January 8th when the transaction changed to processed, and then again at 10:47 AM today (Feb 2nd) saying the transaction was still in the processed state.  I got the same thing for about 20 other transactions this morning, all seemingly old.  Any ideas?";https://discuss.dwolla.com/t/extra-webhook-pings-in-production/917
03/02/15 12:49;;917.1;answer;;;0;Gordon Zheng (gordon);;"Weird... is this in production or the sandbox environment?
cc jason Skyler_Nesheim";https://discuss.dwolla.com/t/extra-webhook-pings-in-production/917/1
03/02/15 16:04;;917.2;answer;;;0;Eric Mayefsky (Eric_Mayefsky);;Production.;https://discuss.dwolla.com/t/extra-webhook-pings-in-production/917/2
30/01/15 11:01;true;908;question;290;7;0;Tomas Partl (tomasp);Transaction webhook never fires on sandbox account;"Hi!
I'm debugging webhooks for transactions which seem to never fire and I've come across this support thread: https://discuss.dwolla.com/t/status-immediately-after-send/371 . So, I have a few questions:
1} Do I understand it right that if an app sends money from one dwolla account to another dwolla account using dwolla balance as the funding source, no webhook is ever fired?
2) Is this a behavior that changed since May 2014? The app I'm working on has been using dwolla since that time and dwolla used to fire transaction status webhooks in both the sandbox and the live account.
3) Could it have to do that the app uses /payment/request as the API point to request payments? It looks like this API is no longer documented but it still works.
Thank you for answers!";https://discuss.dwolla.com/t/transaction-webhook-never-fires-on-sandbox-account/908
30/01/15 16:18;solution;908.1;answer;;;0;Spencer Hunter (spencer);;"Hi tomasp, Thank you for your post. We are currently experiencing issues in our sandbox environment with webhooks not firing. Whether a balanced sourced transaction is initiated through the gateway or through OAuth+Send(), we should fire a TransactionStatus webhook. I will update this thread when this issue has been resolved. 
For an updated list of API endpoints: https://docs.dwolla.com/List of Webhooks: https://docs.dwolla.com/#webhooks
Apologies for the inconvenience";https://discuss.dwolla.com/t/transaction-webhook-never-fires-on-sandbox-account/908/1
30/01/15 16:56;;908.2;answer;;;0;Tomas Partl (tomasp);;Thank you for this answer! I'm much relieved.;https://discuss.dwolla.com/t/transaction-webhook-never-fires-on-sandbox-account/908/2
02/02/15 16:32;;908.3;answer;;;0;Spencer Hunter (spencer);;tomasp Apologies for the delay, this issue should now be resolved. Please let us know if you continue to experience issues!;https://discuss.dwolla.com/t/transaction-webhook-never-fires-on-sandbox-account/908/3
02/02/15 21:42;;908.4;answer;;;0;JJH (JJHayesIII);;"spencer it seems there have been a few sandbox outages lately that people have reported, but the status page isn't updated - is there a better place for us to check if something is down?
https://developers.dwolla.com/dev/status";https://discuss.dwolla.com/t/transaction-webhook-never-fires-on-sandbox-account/908/4
03/02/15 12:43;;908.5;answer;;;0;Gordon Zheng (gordon);;"JJHayesIII that page that needs to be updated manually unfortunately.  It's a stand-in until we build an automated health check system for the API.
Thanks for calling attention to it; we will do a better job keeping it updated with issues going forward.";https://discuss.dwolla.com/t/transaction-webhook-never-fires-on-sandbox-account/908/5
03/02/15 16:02;;908.6;answer;;;0;Spencer Hunter (spencer);;JJHayesIII In the interim, be sure to double check this forum for issues that occur. Moving forward, we will do a better job of being fully transparent and posting updates to the api-support board as they occur. In offering the best developer experience we can, we don't want there to be any ambiguity in regards to if the issue is on our end.;https://discuss.dwolla.com/t/transaction-webhook-never-fires-on-sandbox-account/908/6
03/02/15 17:52;;908.7;answer;;;0;JJH (JJHayesIII);;"spencer gordon Thanks guys - I do try to check the forums, but it's very difficult to do anything retrospectively (ie, going through logs and seeing something that happened a week ago).
I appreciate the transparency for sure - as it really sucks to chase down a problem for hours only to have it end up in the ""root cause not identified"" column - whether it's on my side or yours is irrelevant to the customer.";https://discuss.dwolla.com/t/transaction-webhook-never-fires-on-sandbox-account/908/7
03/02/15 21:33;true;923;question;180;3;0; (SirDidymus);Anyway to establish quantity of product or is it by default one?;"When you generate a button is that by default ONE UNIT that they pay into? If they buy the product is it depleted?
I'm new with this service but the web interface and good customer service is impressive. I think I'll use Dwolla from now on. I have a lot of one itemed categories so if 3 people try to buy the same product would there only be one accepted buyer (the first one?) If not is there a way to change that?";https://discuss.dwolla.com/t/anyway-to-establish-quantity-of-product-or-is-it-by-default-one/923
03/02/15 23:48;;923.1;answer;;;0; (SirDidymus);;bumpity;https://discuss.dwolla.com/t/anyway-to-establish-quantity-of-product-or-is-it-by-default-one/923/1
04/02/15 00:57;solution;923.2;answer;;;1;Spencer Hunter (spencer);;"Hi SirDidymus, Hopefully I can offer some insight into the payment button. The payment button is built on top of our Off-site payment gateway, and is designed to only support a checkout session with 1 item in its purchase order. A few common use cases are: donation purposes, monthly due for a membership. With that being said, the payment button is the mechanism that facilitates a transaction between two parties and is not involved with order/inventory management. 
For your particular use case I would recommend integrating with an Ecommerce shopping cart solution like Shopify or Magento that take care of the inventory management and order fulfillment aspect. Here is a current list of e-commerce platforms that Dwolla is integrated with: https://developers.dwolla.com/dev/carts
Hope this helps! Please don't hesitate to reach out if you have additional questions.";https://discuss.dwolla.com/t/anyway-to-establish-quantity-of-product-or-is-it-by-default-one/923/2
04/02/15 01:07;;923.3;answer;;;2; (SirDidymus);;Ok. That makes sense. Thank-you.;https://discuss.dwolla.com/t/anyway-to-establish-quantity-of-product-or-is-it-by-default-one/923/3
08/02/15 22:53;false;936;question;246;1;1;Stephen Trusheim (trusheim);Dwolla Direct receive limit;Thanks for a great solution to a set of problems I'm facing. I'm curious if there is a receive limit for Dwolla Direct accounts, similar to the $5k transaction limit (talked about in the Dwolla Direct docs). Does that transaction limit apply to both sending and receiving?;https://discuss.dwolla.com/t/dwolla-direct-receive-limit/936
09/02/15 17:41;;936.1;answer;;;1;Brian Crall  (BrianC);;"Hi trusheim we're so happy to hear that you're pleased with our recent work surrounding Dwolla Direct! Good news -- actually we do not currently have a dollar cap on the Direct Receiver side of things at this time. 
However, transaction limits would be imposed on the sending party. The default sending limits is""  - $5k per transaction on a personal account - $10k per transaction on a business account.
A business account can always speak to our business development team about a contractual agreement that can have those sending limits raised. I'm on that team so you can reach me at bcdwolla.com. 
Please let us know if you have any follow-up questions!";https://discuss.dwolla.com/t/dwolla-direct-receive-limit/936/1
10/02/15 15:30;false;940;question;200;1;0;Mandy Straight Studios, Inc (MandyStraight);What does this error message mean?;"I thought all was set up correctly and I do have the payment box on my website but get this error when I try to enter a payment:http://mandystraight.com/?error=failure&error_description=Invalid+application+credentials.
What do I need to change?";https://discuss.dwolla.com/t/what-does-this-error-message-mean/940
10/02/15 16:54;;940.1;answer;;;1;Spencer Hunter (spencer);;"MandyStraight Hmmm, my guess would be that there is an issue with your data-key value in the payment button code. I would double check that value to be sure that it matches your key that displays on your applications page1. I have also provided an example of the button script code below:
<script
  src=""https://www.dwolla.com/scripts/button.min.js"" 
  class=""dwolla_button"" 
  type=""text/javascript""
  data-key=""[YOUR KEY HERE]""
  data-redirect=""http://www.example.com/""
  data-label=""A Test Button!""
  data-name=""Test Product""
  data-description=""I love tests!""
  data-amount=""0.99""
  data-shipping=""0""
  data-tax=""0""
  data-guest-checkout=""true""
  data-type=""freetype""
>
</script>
As an alternative to the payment button, I would highly recommend Dwolla Forms. Mentioned in this forum post:
discuss.dwolla.com
Default Confirmation Screen for Dwolla Buttons
Hi ShawnSparks Thank you for your feedback on the payment button! I will pass along your feature request to our product team. As an alternative to the payment button, I would recommend checking out Dwolla Forms. Forms allows for greater flexibility and also provides a confirmation page! (example) You can then drop something similar to the example below into your site to accept payments with Dwolla! Button for your form: <a href=""https://forms.dwollalabs.com/[YOUR FORM NAME HERE]""><img src...
";https://discuss.dwolla.com/t/what-does-this-error-message-mean/940/1
17/02/15 12:36;false;962;question;192;1;0;Mayur Modi (mayur);What is verify Amount to Verify Funding Source in Sandbox Account?;Please provide me Deposit1 and Deposit2 amount for sandbox to verify funding source;https://discuss.dwolla.com/t/what-is-verify-amount-to-verify-funding-source-in-sandbox-account/962
17/02/15 18:43;;962.1;answer;;;1;Gordon Zheng (gordon);;"Hey mayur,
Instead of adding and verifying a funding source on uat.dwolla.com via the web interface, you should create accounts via the Sandbox Admin tool.  They will have funding sources already added and since you've created them from the Admin tool, you'll be able to control their transactions' statuses: clearing transaction or failing them. 
Check out the Sandbox Admin section of this guide.";https://discuss.dwolla.com/t/what-is-verify-amount-to-verify-funding-source-in-sandbox-account/962/1
20/02/15 13:12;false;981;question;212;3;0;Frank Schoenburg (fschoenburg);Is the off-site gateway down?;I'm trying to test the off-site gateway sandbox.  When I redirect the user to https://www.dwolla.com/payment/pay the page says something is wrong... we are currently experiencing technical difficulties.  If I just paste https://www.dwolla.com/payment/pay into the browser, dwolla responds with page not found.  What is going on?  Is there an issue or am I doing something wrong?;https://discuss.dwolla.com/t/is-the-off-site-gateway-down/981
20/02/15 18:29;;981.1;answer;;;0;Gordon Zheng (gordon);;"Hey fschoenburg,
It looks like you're trying to GET that URL, which is why you're seeing the error page.
The Gateway ""submit directly"" approach that you're using requires you the client (user's browser) to POST a form to https://www.dwolla.com/payment/pay.  See the docs here.
You'll need to do something like the following:
<form accept-charset=""UTF-8"" action=""https://www.dwolla.com/payment/pay"" 
method=""post"">
<input id=""key"" name=""key"" type=""hidden"" value=""abcdefg"" />
<input id=""signature"" name=""signature"" type=""hidden"" value=""abcd"" />
<input id=""callback"" name=""callback"" type=""hidden"" 
value=""http://www.mywebsite.com/callback.aspx"" />
<input id=""redirect"" name=""redirect"" type=""hidden"" 
value=""http://www.mywebsite.com/redirect.aspx"" />
<input id=""test"" name=""test"" type=""hidden"" value=""true"" />
<input id=""name"" name=""name"" type=""hidden"" value=""Purchase"" />
<input id=""description"" name=""description"" type=""hidden"" 
value=""Description"" />
<input id=""destinationid"" name=""destinationid"" type=""hidden"" 
value=""812-111-1111"" />
<input id=""amount"" name=""amount"" type=""hidden"" value=""1.00"" />
<input id=""shipping"" name=""shipping"" type=""hidden"" value=""0.00"" />
<input id=""tax"" name=""tax"" type=""hidden"" value=""0.00"" />
<input id=""orderid"" name=""orderid"" type=""hidden"" value=""188375"" />
<input id=""timestamp"" name=""timestamp"" type=""hidden"" 
value=""1323302400"" />
<button type=""submit"">Submit Order</button>
</form>";https://discuss.dwolla.com/t/is-the-off-site-gateway-down/981/1
20/02/15 18:52;;981.2;answer;;;0;Frank Schoenburg (fschoenburg);;Why do I get a page not found at https://www.dwolla.com/payment/pay?;https://discuss.dwolla.com/t/is-the-off-site-gateway-down/981/2
23/02/15 18:59;;981.3;answer;;;0;Gordon Zheng (gordon);;fschoenburg, are you trying to GET that page?  If so, that won't work, since that URL can only be POSTed to.;https://discuss.dwolla.com/t/is-the-off-site-gateway-down/981/3
20/02/15 16:53;false;983;question;228;3;0;Frank Schoenburg (fschoenburg);Simple Account() implementation example please;"I'm trying to get a simple $Account = new Dwolla\Account(); line of code to work in Php.  I keep getting the error: Fatal error: Class 'GuzzleHttp\Client' not found in ../public_html/lib/client.php on line 257
After the require './lib/account.php'; line of code is run in php and then I run the $Account = new\Account(); line of code, the error is generated.  What has to be done to get the Class 'GuzzleHttp\Client' implemented?  Is there something I have to do to the composer.json file?  If so, can you explain in simple terms what has to be done?  I'd like to see a simple example that includes the files that have to be uploaded and all the calls to make so that I can run the simple line of code: $Account = new Dwolla\Account(); and have it work.  
Thank you";https://discuss.dwolla.com/t/simple-account-implementation-example-please/983
20/02/15 18:29;;983.1;answer;;;0;Gordon Zheng (gordon);;Can you show me the snippet of code you're trying?;https://discuss.dwolla.com/t/simple-account-implementation-example-please/983/1
20/02/15 18:49;;983.2;answer;;;0;Frank Schoenburg (fschoenburg);;"Sure.  
<?php
require './lib/account.php';// We need the Account class in order to do anything$Account = new Dwolla\Account();
// Enable sandbox support$Account->settings->sandbox = true;
?>
$Account = new Dwolla\Account(); is where I get the ""Fatal error: Class 'GuzzleHttp\Client' not found in ..../public_html/lib/client.php on line 257"" error.
 I never get to the ""$Account->settings->sandbox = true"" line of code.";https://discuss.dwolla.com/t/simple-account-implementation-example-please/983/2
